	sentence	gold_amr	generated_amr
10	"Generate an Abstract Meaning Representation (AMR) graph for the following sentence: Both take what they need
AMR graph:"	"(t / take-01
      :ARG0 (b / both)
      :ARG1 (t2 / thing
            :ARG1-of (n / need-01
                  :ARG0 b)))"	(t1 / take-01 :ARG0 (t2 / they :quant 2) :ARG1 (t3 / thing :ARG1-of (n / need-01 :ARG0 t2)))
11	"Generate an Abstract Meaning Representation (AMR) graph for the following sentence: China and Kyrgyzstan said in the communique that peace, stability and a just and rational world political and economic order should be established on the basis of the UN Charter and norms and principles of international law.
AMR graph:"	"(s / say-01
      :ARG0 (a / and
            :op1 (c / country :wiki ""China"" :name (n / name :op1 ""China""))
            :op2 (c2 / country :wiki ""Kyrgyzstan"" :name (n2 / name :op1 ""Kyrgyzstan"")))
      :ARG1 (r / recommend-01
            :ARG1 (e / establish-01
                  :ARG1 (a2 / and
                        :op1 (p / peace)
                        :op2 (s2 / stability)
                        :op3 (a6 / and
                              :op1 (o / order
                                    :mod (p2 / politics))
                              :op2 (o2 / order
                                    :mod (e2 / economy))
                              :mod (w / world
                                    :ARG0-of (j / just-02)
                                    :mod (r2 / rational))))
                  :ARG1-of (b / base-02
                        :ARG2 (a5 / and
                              :op1 (t / treaty :wiki ""United_Nations_Charter"" :name (n3 / name :op1 ""UN"" :op2 ""Charter""))
                              :op2 (n4 / norm
                                    :poss (l / law
                                          :mod (i / international)))
                              :op3 (p3 / principle
                                    :poss l)))))
      :medium (c3 / communique))"	"(s / say-01
  :ARG0 (a / and
    :op1 (c / country :wiki ""China"" :name (n / name :op1 ""China""))
    :op2 (c2 / country :wiki ""Kyrgyzstan"" :name (n2 / name :op1 ""Kyrgyzstan"")))
  :medium (m / communique)
  :ARG1 (r / recommend-01
    :ARG1 (e / establish-01
      :ARG1 (a2 / and
        :op1 (p / peace)
        :op2 (s2 / stability)
        :op3 (o / order
          :mod (w / world)
          :mod (p2 / political)
          :mod (e2 / economic)
          :mod (j / just)
          :mod (r2 / rational)))
      :ARG1-of (b / base-02
        :ARG2 (a3 / and
          :op1 (d / document :wiki ""Charter_of_the_United_Nations"" :name (n3 / name :op1 ""UN"" :op2 ""Charter""))
          :op2 (a4 / and
            :op1 (n4 / norm :topic (l / law :mod (i / international)))
            :op2 (p3 / principle :topic l)))))))"
12	"Generate an Abstract Meaning Representation (AMR) graph for the following sentence: Satellite images published by the Institute for Science and International Security show construction at the heavy-water research reactor facility near the city of Arak has progressed significantly between 080200 and 081000.
AMR graph:"	"(s / show-01
      :ARG0 (i / image
            :source (s2 / satellite)
            :ARG1-of (p / publish-01
                  :ARG0 (o / organization :wiki ""Institute_for_Science_and_International_Security"" :name (n / name :op1 ""Institute"" :op2 ""for"" :op3 ""Science"" :op4 ""and"" :op5 ""International"" :op6 ""Security""))))
      :ARG1 (p2 / progress-01
            :ARG1 (c / construct-01
                  :ARG1 (f / facility
                        :mod (r2 / reactor
                              :purpose (r3 / research-01)
                              :mod (w / water
                                    :mod (h / heavy)))
                        :ARG1-of (n2 / near-02
                              :ARG2 (c2 / city :wiki ""Arak,_Iran"" :name (n3 / name :op1 ""Arak"")))))
            :ARG1-of (s3 / significant-02)
            :time (d3 / date-interval
                  :op1 (d / date-entity :month 2 :year 2008)
                  :op2 (d2 / date-entity :month 10 :year 2008))))"	"(s / show-01 :ARG0 (i / image :mod (s2 / satellite) :ARG1-of (p2 / publish-01 :ARG0 (o / organization :wiki ""Institute_for_Science_and_International_Security"" :name (n / name :op1 ""Institute"" :op2 ""for"" :op3 ""Science"" :op4 ""and"" :op5 ""International"" :op6 ""Security"")))) :ARG1 (p / progress-01 :ARG1 (c / construct-01 :location (f / facility :mod (r / reactor :mod (r2 / research) :mod (w / water :mod (h / heavy))) :location (n2 / near :op1 (c2 / city :wiki ""Arak,_Iran"" :name (n3 / name :op1 ""Arak""))))) :manner (s3 / significant) :time (d / date-interval :op1 (d2 / date-entity :year 2008 :month 2) :op2 (d3 / date-entity :year 2008 :month 10))))"
13	"Generate an Abstract Meaning Representation (AMR) graph for the following sentence: The Caucus region is an important conduit for the flow of oil from the Caspian Sea to world markets.
AMR graph:"	"(c / conduit
      :domain (w / world-region :wiki ""Caucasus"" :name (n / name :op1 ""Caucasus""))
      :ARG1-of (i / important-01)
      :purpose (f / flow-01
            :ARG1 (o / oil)
            :source (s / sea :wiki ""Caspian_Sea"" :name (n2 / name :op1 ""Caspian"" :op2 ""Sea""))
            :destination (m / market
                  :mod (w2 / world))))"	"(c / conduit
  :mod (i / important)
  :domain (r / region :name (n / name :op1 ""Caucus""))
  :purpose (f / flow-01
    :ARG1 (o / oil)
    :source (s / sea :wiki ""Caspian_Sea"" :name (n2 / name :op1 ""Caspian"" :op2 ""Sea""))
    :destination (m / market :mod (w / world))))"
14	"Generate an Abstract Meaning Representation (AMR) graph for the following sentence: Chirac's visit has come while the Russian Government has displayed uneasiness about NATO's latest expansion to the Russian borders and the European Union's imminent enlargement within the former Soviet sphere of influence in Eastern Europe.
AMR graph:"	"(v2 / visit-01
      :ARG0 (p / person :wiki ""Jacques_Chirac"" :name (n / name :op1 ""Chirac""))
      :time (d / display-01
            :ARG0 (g / government-organization
                  :ARG0-of (g2 / govern-01
                        :ARG1 (c2 / country :wiki ""Russia"" :name (n2 / name :op1 ""Russia""))))
            :ARG1 (u / uneasy-01
                  :ARG1 g
                  :ARG2 (a / and
                        :op1 (e / expand-01
                              :ARG1 (m / military :wiki ""NATO"" :name (n3 / name :op1 ""NATO""))
                              :ARG4 (b / border-01
                                    :ARG2 c2)
                              :mod (l / last))
                        :op2 (e2 / enlarge-01
                              :ARG1 (o2 / organization :wiki ""European_Union"" :name (n4 / name :op1 ""European"" :op2 ""Union""))
                              :ARG2 (s / sphere
                                    :mod (c / country :wiki ""Soviet_Union"" :name (n5 / name :op1 ""Soviet"" :op2 ""Union""))
                                    :ARG1-of (i / influence-01)
                                    :location (w2 / world-region :wiki ""Eastern_Europe"" :name (n6 / name :op1 ""Eastern"" :op2 ""Europe""))
                                    :time (f / former))
                              :mod (i2 / imminent))))))"	"(v / visit-01
  :ARG0 (p / person :wiki ""Jacques_Chirac"" :name (n / name :op1 ""Chirac""))
  :time (w / while
            :op1 (d / display-01
                     :ARG0 (g / government-organization
                               :ARG0-of (g2 / govern-01
                                            :ARG1 (c / country :wiki ""Russia"" :name (n2 / name :op1 ""Russia""))))
                     :ARG1 (u / uneasy-03
                               :ARG1 g
                               :topic (a / and
                                          :op1 (e1 / expand-01
                                                    :ARG0 (o / organization :wiki ""NATO"" :name (n3 / name :op1 ""NATO""))
                                                    :mod (l / late-02 :degree (m / most))
                                                    :destination (b / border :part-of c))
                                          :op2 (e2 / enlarge-01
                                                    :ARG0 (o2 / organization :wiki ""European_Union"" :name (n4 / name :op1 ""European"" :op2 ""Union""))
                                                    :mod (i / imminent)
                                                    :location (r / region
                                                                 :mod (f / former)
                                                                 :ARG1-of (i2 / influence-01
                                                                              :ARG0 (c2 / country :wiki ""Soviet_Union"" :name (n5 / name :op1 ""Soviet"" :op2 ""Union"")))
                                                                 :location (r2 / region :wiki ""Eastern_Europe"" :name (n6 / name :op1 ""Eastern"" :op2 ""Europe""))))))))"
15	"Generate an Abstract Meaning Representation (AMR) graph for the following sentence: The list was made available on condition that neither the diplomat nor the diplomat's country be identified.
AMR graph:"	"(a3 / avail-01
      :ARG2 (l / list)
      :ARG1-of (c / condition-01
            :ARG2 (i / identify-01 :polarity -
                  :ARG1 (a2 / and
                        :op1 (p / person
                              :ARG0-of (h / have-org-role-91
                                    :ARG2 (d / diplomat)))
                        :op2 (c2 / country
                              :source-of p)))))"	(p / provide-01 :ARG1 (l / list) :condition (a / and :op1 (i / identify-01 :ARG1 (d / diplomat) :polarity -) :op2 (i2 / identify-01 :ARG1 (c / country :poss d) :polarity -)))
16	"Generate an Abstract Meaning Representation (AMR) graph for the following sentence: 08/02/2010 13:52
AMR graph:"	"(d / date-entity :time ""13:52"" :day 8 :year 2010 :month 2)"	"(d / date-entity :year 2010 :month 8 :day 2 :time ""13:52"")"
17	"Generate an Abstract Meaning Representation (AMR) graph for the following sentence: Sheng Chen , who is 19 years old this year , from Hubei , is temporarily in the sixth position , the a total score of 342.60 points .
AMR graph:"	"(p / position-01
      :ARG1 (p3 / person :wiki - :name (n / name :op1 ""Sheng"" :op2 ""Chen"")
            :source (p4 / province :wiki ""Hubei"" :name (n2 / name :op1 ""Hubei""))
            :ARG1-of (s2 / score-01
                  :ARG2 (p2 / point :quant 342.60)
                  :mod (t3 / total))
            :ARG1-of (a / age-01
                  :ARG2 (t / temporal-quantity :quant 19
                        :unit (y / year))
                  :time (y2 / year
                        :mod (t4 / this))))
      :ord (o / ordinal-entity :value 6)
      :duration (t2 / temporary))"	"(a / and
  :op1 (r / rank-01
        :ARG1 (p / person
                :name (n / name :op1 ""Sheng"" :op2 ""Chen"")
                :location (pr / province :wiki ""Hubei"" :name (n2 / name :op1 ""Hubei""))
                :ARG1-of (a2 / have-age-91 :ARG2 (t / temporal-quantity :quant 19 :unit (y / year))))
        :ARG2 (o / ordinal-entity :value 6)
        :manner (tm / temporary))
  :op2 (h / have-03
        :ARG0 p
        :ARG1 (s / score :quant 342.60 :unit (pt / point) :mod (tt / total))))"
18	"Generate an Abstract Meaning Representation (AMR) graph for the following sentence: An Iranian news agency reported that ahmadinejad stated Iran had 6000 working centrifuges but the agency subsequently removed the statement from the Internet.
AMR graph:"	"(r / report-01
      :ARG0 (a / agency
            :mod (n / news)
            :mod (c / country :wiki ""Iran"" :name (n2 / name :op1 ""Iran"")))
      :ARG1 (s / state-01
            :ARG0 (p / person :wiki ""Mahmoud_Ahmadinejad"" :name (n3 / name :op1 ""Ahmadinejad""))
            :ARG1 (h / have-03
                  :ARG0 c
                  :ARG1 (c2 / centrifuge :quant 6000
                        :ARG1-of (w / work-09))))
      :concession-of (r2 / remove-01
            :ARG0 a
            :ARG1 s
            :ARG2 (i / internet)
            :time (s2 / subsequent)))"	"(c / contrast-01
  :ARG1 (r / report-01
            :ARG0 (a / agency
                      :mod (n / news)
                      :mod (c / country :wiki ""Iran"" :name (i / name :op1 ""Iran"")))
            :ARG1 (s / say-01
                      :ARG0 (p / person :wiki ""Mahmoud_Ahmadinejad"" :name (n2 / name :op1 ""Ahmadinejad""))
                      :ARG1 (h / have-03
                                :ARG0 c
                                :ARG1 (c2 / centrifuge :quant 6000
                                            :ARG0-of (w / work-01)))))
  :ARG2 (r2 / remove-01
            :ARG0 a
            :ARG1 s
            :source (i2 / internet :wiki ""Internet"" :name (n3 / name :op1 ""Internet""))
            :time (a2 / after :op1 r)))"
19	"Generate an Abstract Meaning Representation (AMR) graph for the following sentence: What can you do to help us, please?
AMR graph:"	"(p / possible-01 :polite +
      :ARG1 (d / do-02
            :ARG0 (y / you)
            :ARG1 (a / amr-unknown)
            :purpose (h / help-01
                  :ARG0 y
                  :ARG2 (w / we))))"	(p / possible-01 :ARG1 (d / do-02 :ARG0 (y / you) :ARG1 (a / amr-unknown) :purpose (h / help-01 :ARG0 y :ARG1 (w / we))))
20	"Generate an Abstract Meaning Representation (AMR) graph for the following sentence: Senior Fellow at the International Institute for Strategic Studies mark Fitzpatrick stated that --
AMR graph:"	"(s / state-01
      :ARG0 (p / person :wiki -
            :name (n / name :op1 ""Mark"" :op2 ""Fitzpatrick"")
            :ARG0-of (h / have-org-role-91
                  :ARG1 (r / research-institute :wiki ""International_Institute_for_Strategic_Studies""
                        :name (n2 / name :op1 ""International"" :op2 ""Institute"" :op3 ""for"" :op4 ""Strategic"" :op5 ""Studies""))
                  :ARG2 (f / fellow
                        :mod (s2 / senior)))))"	"(s / state-01 :ARG0 (p / person :name (n / name :op1 ""Mark"" :op2 ""Fitzpatrick"") :ARG0-of (h / have-org-role-91 :ARG1 (o / organization :wiki ""International_Institute_for_Strategic_Studies"" :name (n2 / name :op1 ""International"" :op2 ""Institute"" :op3 ""for"" :op4 ""Strategic"" :op5 ""Studies"")) :ARG2 (f / fellow :mod (s2 / senior)))) :ARG1 (a / amr-unknown))"
21	"Generate an Abstract Meaning Representation (AMR) graph for the following sentence: m1456
AMR graph:"	"(s / string-entity :value ""m1456"")"	"(t / thing :name (n / name :op1 ""m1456""))"
22	"Generate an Abstract Meaning Representation (AMR) graph for the following sentence: Iran is a signatory to the Nuclear Nonproliferation Treaty but not a member of the Nuclear Suppliers Group.
AMR graph:"	"(c / contrast-01
      :ARG1 (s / sign-02
            :ARG0 (c2 / country :wiki ""Iran""
                  :name (n / name :op1 ""Iran""))
            :ARG1 (t / treaty :wiki ""Treaty_on_the_Non-Proliferation_of_Nuclear_Weapons""
                  :name (n2 / name :op1 ""Nuclear"" :op2 ""Nonproliferation"" :op3 ""Treaty"")))
      :ARG2 (h / have-org-role-91 :polarity -
            :ARG0 c2
            :ARG1 (o / organization :wiki ""Nuclear_Suppliers_Group""
                  :name (n3 / name :op1 ""Nuclear"" :op2 ""Suppliers"" :op3 ""Group""))
            :ARG2 (m / member)))"	"(c / contrast-01
  :ARG1 (s / sign-01
    :ARG0 (c2 / country :wiki ""Iran"" :name (n1 / name :op1 ""Iran""))
    :ARG1 (t / treaty :wiki ""Treaty_on_the_Non-Proliferation_of_Nuclear_Weapons"" :name (n2 / name :op1 ""Nuclear"" :op2 ""Nonproliferation"" :op3 ""Treaty"")))
  :ARG2 (h / have-org-role-91
    :polarity -
    :ARG0 c2
    :ARG1 (o / organization :wiki ""Nuclear_Suppliers_Group"" :name (n3 / name :op1 ""Nuclear"" :op2 ""Suppliers"" :op3 ""Group""))
    :ARG2 (m / member)))"
23	"Generate an Abstract Meaning Representation (AMR) graph for the following sentence: We are in Delma a 1, in local pinson.
AMR graph:"	"(b / be-located-at-91
      :ARG1 (w / we)
      :ARG2 (p / pinson
            :mod (l / local)
            :location (r / road :wiki ""Delmas,_Ouest""
                  :name (n / name :op1 ""Delmas"" :op2 1))))"	"(b / be-located-at-91 :ARG1 (w / we) :ARG2 (a / and :op1 (p1 / place :name (n1 / name :op1 ""Delma"" :op2 ""a"" :op3 ""1"")) :op2 (p2 / place :name (n2 / name :op1 ""Pinson"") :mod (l / local))))"
24	"Generate an Abstract Meaning Representation (AMR) graph for the following sentence: 2007-06-18
AMR graph:"	"(d2 / date-entity
  :day 18
  :month 6
  :year 2007)"	(d / date-entity :year 2007 :month 6 :day 18)
25	"Generate an Abstract Meaning Representation (AMR) graph for the following sentence: How can we find help and food in fontamara 43 rue menos
AMR graph:"	"(h / have-manner-91
      :ARG1 (p / possible-01
            :ARG1 (f / find-01
                  :ARG0 (w / we)
                  :ARG1 (a2 / and
                        :op1 (h2 / help-01
                              :ARG2 w)
                        :op2 (f2 / food))
                  :location (s / street-address-91
                        :ARG2 (r / road :wiki -
                              :name (n / name :op1 ""Rue"" :op2 ""Menos"")))
                  :location (s2 / street-address-91
                        :ARG2 (r2 / road :wiki -
                              :name (n2 / name :op1 ""Fontamara"" :op2 43)))))
      :ARG2 (a / amr-unknown))"	"(p1 / possible-01
  :ARG1 (f1 / find-01
    :ARG0 (w / we)
    :ARG1 (a / and :op1 (h / help-01) :op2 (f2 / food))
    :location (l / location :name (n / name :op1 ""Fontamara"" :op2 ""43"" :op3 ""Rue"" :op4 ""Menos""))
    :manner (u / amr-unknown)))"
26	"Generate an Abstract Meaning Representation (AMR) graph for the following sentence: With regard to the situation in Palestine and Israel Wen stated that relevant UN resolutions must be implemented.
AMR graph:"	"(s / state-01
      :ARG0 (p / person :wiki ""Wen_Jiabao"" :name (n / name :op1 ""Wen""))
      :ARG1 (o / obligate-01
            :ARG2 (i / implement-01
                  :ARG1 (r / resolution
                        :mod (o2 / organization :wiki ""United_Nations"" :name (n4 / name :op1 ""UN""))
                        :ARG1-of (r2 / relevant-01))))
      :manner (r3 / regard-01
            :ARG0 p
            :ARG1 (s2 / situation
                  :location (a / and
                        :op1 (c / country :wiki ""State_of_Palestine"" :name (n2 / name :op1 ""Palestine""))
                        :op2 (c2 / country :wiki ""Israel"" :name (n3 / name :op1 ""Israel""))))))"	"(s / state-01
  :ARG0 (p / person :wiki - :name (n / name :op1 ""Wen""))
  :ARG1 (o / obligate-01
            :ARG2 (i / implement-01
                      :ARG1 (r / resolution
                                :mod (r2 / relevant)
                                :mod (o2 / organization :wiki ""United_Nations"" :name (n2 / name :op1 ""UN"")))))
  :topic (s2 / situation
             :location (a / and
                          :op1 (c / country :wiki - :name (n3 / name :op1 ""Palestine""))
                          :op2 (c2 / country :wiki - :name (n4 / name :op1 ""Israel"")))))"
