	sentence	gold_amr	generated_amr	draft_amr
10	Generate an Abstract Meaning Representation (AMR) graph for the following sentence: Both take what they need	"(t / take-01
      :ARG0 (b / both)
      :ARG1 (t2 / thing
            :ARG1-of (n / need-01
                  :ARG0 b)))"	"(b / both
      :ARG0-of (t / take-01
            :ARG1 (w / what
                  :ARG1-of (n / need-01
                        :ARG0 (t2 / they))))))"	"(b / both
      :ARG0-of (t / take-01
            :ARG1 (w / what
                  :ARG1-of (n / need-01
                        :ARG0 (t2 / they))))))"
11	Generate an Abstract Meaning Representation (AMR) graph for the following sentence: China and Kyrgyzstan said in the communique that peace, stability and a just and rational world political and economic order should be established on the basis of the UN Charter and norms and principles of international law.	"(s / say-01
      :ARG0 (a / and
            :op1 (c / country :wiki ""China"" :name (n / name :op1 ""China""))
            :op2 (c2 / country :wiki ""Kyrgyzstan"" :name (n2 / name :op1 ""Kyrgyzstan"")))
      :ARG1 (r / recommend-01
            :ARG1 (e / establish-01
                  :ARG1 (a2 / and
                        :op1 (p / peace)
                        :op2 (s2 / stability)
                        :op3 (a6 / and
                              :op1 (o / order
                                    :mod (p2 / politics))
                              :op2 (o2 / order
                                    :mod (e2 / economy))
                              :mod (w / world
                                    :ARG0-of (j / just-02)
                                    :mod (r2 / rational))))
                  :ARG1-of (b / base-02
                        :ARG2 (a5 / and
                              :op1 (t / treaty :wiki ""United_Nations_Charter"" :name (n3 / name :op1 ""UN"" :op2 ""Charter""))
                              :op2 (n4 / norm
                                    :poss (l / law
                                          :mod (i / international)))
                              :op3 (p3 / principle
                                    :poss l)))))
      :medium (c3 / communique))"	"(s / say-01
      :ARG0 (a / and
            :op1 (c / country :wiki ""China""
                  :name (n / name :op1 ""China""))
            :op2 (k / country :wiki ""Kyrgyzstan""
                  :name (n2 / name :op1 ""Kyrgyzstan"")))
      :ARG1 (c2 / communique
            :ARG1-of (e / establish-01
                  :ARG0 (a2 / and
                        :op1 (p / peace)
                        :op2 (s2 / stability)
                        :op3 (o / order
                              :ARG1-of (j / just-05)
                              :mod (r2 / rational-01)
                              :mod (w / world
                                    :mod (p2 / political)
                                    :mod (e2 / economic))))
                  :ARG2 (u / unite-01
                        :ARG1 (o2 / organization :wiki ""United_Nations""
                              :name (n3 / name :op1 ""UN""))
                        :ARG2 (a3 / and
                              :op1 (c3 / charter)
                              :op2 (n4 / norm-01
                                    :mod (p3 / principle
                                          :mod (l / law
                                                :mod (i / international)))))))))"	"(s / say-01
      :ARG0 (c / country :wiki ""China""
            :name (n / name :op1 ""China""))
      :ARG1 (c2 / communique
            :ARG1-of (e / establish-01)
            :mod (a / and
                  :op1 (p / peace)
                  :op2 (s2 / stability)
                  :op3 (o / order
                        :ARG1-of (j / just-05)
                        :mod (r2 / rational-01)
                        :mod (w / world
                              :mod (p2 / political)
                              :mod (e2 / economic)))))
      :co-arg0 (k2 / country :wiki ""Kyrgyzstan""
            :name (n2 / name :op1 ""Kyrgyzstan""))
      :manner (b / basis
            :ARG1-of (e3 / establish-01)
            :ARG2 (u / unite-01
                  :ARG1 (o2 / organization :wiki ""United_Nations""
                        :name (n3 / name :op1 ""UN""))
                  :ARG1-of (c3 / charter))
            :ARG2 (a2 / and
                  :op1 (n4 / norm-01
                        :mod (p3 / principle
                              :mod (l / law
                                    :mod (i / international)))))
            :ARG1-of (p4 / principle-01))))"
12	Generate an Abstract Meaning Representation (AMR) graph for the following sentence: Satellite images published by the Institute for Science and International Security show construction at the heavy-water research reactor facility near the city of Arak has progressed significantly between 080200 and 081000.	"(s / show-01
      :ARG0 (i / image
            :source (s2 / satellite)
            :ARG1-of (p / publish-01
                  :ARG0 (o / organization :wiki ""Institute_for_Science_and_International_Security"" :name (n / name :op1 ""Institute"" :op2 ""for"" :op3 ""Science"" :op4 ""and"" :op5 ""International"" :op6 ""Security""))))
      :ARG1 (p2 / progress-01
            :ARG1 (c / construct-01
                  :ARG1 (f / facility
                        :mod (r2 / reactor
                              :purpose (r3 / research-01)
                              :mod (w / water
                                    :mod (h / heavy)))
                        :ARG1-of (n2 / near-02
                              :ARG2 (c2 / city :wiki ""Arak,_Iran"" :name (n3 / name :op1 ""Arak"")))))
            :ARG1-of (s3 / significant-02)
            :time (d3 / date-interval
                  :op1 (d / date-entity :month 2 :year 2008)
                  :op2 (d2 / date-entity :month 10 :year 2008))))"	"(s / show-01
      :ARG0 (i / image
            :mod (s2 / satellite)
            :ARG1-of (p / publish-01
                  :ARG0 (o / organization
                        :name (n / name :op1 ""Institute"" :op2 ""for"" :op3 ""Science"" :op4 ""and"" :op5 ""International"" :op6 ""Security""))))
      :ARG1 (c / construct-01
            :ARG1 (f / facility
                  :mod (r / reactor
                        :mod (r2 / research-01)
                        :mod (h / heavy-water))
                  :location (c2 / city :wiki ""Arak,_Iran""
                        :name (n2 / name :op1 ""Arak""))))
      :ARG2 (p2 / progress-01
            :degree (s3 / significant)
            :time (i2 / interval-91
                  :ARG1 (d2 / date-entity :year 2008 :month 2)
                  :ARG2 (d3 / date-entity :year 2008 :month 10))))"	"(s / show-01
      :ARG0 (i / image
            :mod (s2 / satellite)
            :ARG1-of (p / publish-01
                  :ARG0 (o / organization
                        :name (n / name :op1 ""Institute"" :op2 ""for"" :op3 ""Science"" :op4 ""and"" :op5 ""International"" :op6 ""Security""))))
      :ARG1 (c / construct-01
            :ARG1 (f / facility
                  :mod (r / reactor
                        :mod (r2 / research-01)
                        :mod (h / heavy-water))
                  :location (c2 / city :wiki ""Arak,_Iran""
                        :name (n2 / name :op1 ""Arak""))))
            :ARG2 (p2 / progress-01
                  :degree (s / significant)
                  :time (i2 / interval-91
                        :ARG1 (d2 / date-entity :year 2008 :month 2)
                        :ARG2 (d3 / date-entity :year 2008 :month 10))))"
13	Generate an Abstract Meaning Representation (AMR) graph for the following sentence: The Caucus region is an important conduit for the flow of oil from the Caspian Sea to world markets.	"(c / conduit
      :domain (w / world-region :wiki ""Caucasus"" :name (n / name :op1 ""Caucasus""))
      :ARG1-of (i / important-01)
      :purpose (f / flow-01
            :ARG1 (o / oil)
            :source (s / sea :wiki ""Caspian_Sea"" :name (n2 / name :op1 ""Caspian"" :op2 ""Sea""))
            :destination (m / market
                  :mod (w2 / world))))"	"(f / flow-01
      :mod (i / important)
      :ARG1 (o / oil)
      :ARG2 (m / market
            :mod (w / world))
      :source (s / sea
            :wiki ""Caspian_Sea""
            :name (n / name :op1 ""Caspian"" :op2 ""Sea""))
      :via (c / conduit
            :domain (r / region
                  :wiki ""Caucasus""
                  :name (n2 / name :op1 ""Caucasus""))))"	"(c / conduit
      :ARG1 (r / region
            :wiki ""Caucasus""
            :name (n / name :op1 ""Caucasus""))
      :ARG2 (f / flow-01
            :ARG1 (o / oil)
            :ARG2 (m / market
                  :mod (w / world))
            :source (s / sea
                  :wiki ""Caspian_Sea""
                  :name (n2 / name :op1 ""Caspian"" :op2 ""Sea"")))
      :mod (i / important))"
14	Generate an Abstract Meaning Representation (AMR) graph for the following sentence: Chirac's visit has come while the Russian Government has displayed uneasiness about NATO's latest expansion to the Russian borders and the European Union's imminent enlargement within the former Soviet sphere of influence in Eastern Europe.	"(v2 / visit-01
      :ARG0 (p / person :wiki ""Jacques_Chirac"" :name (n / name :op1 ""Chirac""))
      :time (d / display-01
            :ARG0 (g / government-organization
                  :ARG0-of (g2 / govern-01
                        :ARG1 (c2 / country :wiki ""Russia"" :name (n2 / name :op1 ""Russia""))))
            :ARG1 (u / uneasy-01
                  :ARG1 g
                  :ARG2 (a / and
                        :op1 (e / expand-01
                              :ARG1 (m / military :wiki ""NATO"" :name (n3 / name :op1 ""NATO""))
                              :ARG4 (b / border-01
                                    :ARG2 c2)
                              :mod (l / last))
                        :op2 (e2 / enlarge-01
                              :ARG1 (o2 / organization :wiki ""European_Union"" :name (n4 / name :op1 ""European"" :op2 ""Union""))
                              :ARG2 (s / sphere
                                    :mod (c / country :wiki ""Soviet_Union"" :name (n5 / name :op1 ""Soviet"" :op2 ""Union""))
                                    :ARG1-of (i / influence-01)
                                    :location (w2 / world-region :wiki ""Eastern_Europe"" :name (n6 / name :op1 ""Eastern"" :op2 ""Europe""))
                                    :time (f / former))
                              :mod (i2 / imminent))))))"	"(c1 / come-01
      :ARG1 (v / visit-01
            :poss (p / person :wiki ""Jacques_Chirac"" :name (n / name :op1 ""Chirac"")))
      :time (w / while
            :ARG1 (d / display-02
                  :ARG0 (g / government-organization :wiki ""Government_of_Russia"" :name (n2 / name :op1 ""Russian"" :op2 ""Government""))
                  :ARG1 (u / unease
                        :topic (e / expand-01
                              :ARG0 (o / organization :wiki ""NATO"" :name (n3 / name :op1 ""NATO""))
                              :ARG2 (c2 / country :wiki ""Russia"" :name (n4 / name :op1 ""Russia""))
                              :destination (b / border)))))
            :ARG2 (e2 / enlarge-01
                  :ARG0 (o2 / organization :wiki ""European_Union"" :name (n5 / name :op1 ""European"" :op2 ""Union""))
                  :ARG1 (s / sphere
                        :mod (f / former)
                        :poss (c3 / country :wiki ""Soviet_Union"" :name (n6 / name :op1 ""Soviet"")))
                  :location (e3 / europe :mod (e4 / eastern)))))"	"(c / come-01
      :ARG1 (v / visit-01
            :poss (p / person :wiki ""Jacques_Chirac"" :name (n / name :op1 ""Chirac"")))
      :time (w / while
            :ARG1 (d / display-02
                  :ARG0 (g / government-organization :wiki ""Government_of_Russia"" :name (n2 / name :op1 ""Russian"" :op2 ""Government""))
                  :ARG1 (u / unease
                        :topic (e / expand-01
                              :ARG0 (o / organization :wiki ""NATO"" :name (n3 / name :op1 ""NATO""))
                              :ARG4 (z / zone
                                    :poss (c / country :wiki ""Russia"" :name (n4 / name :op1 ""Russia""))
                                    :location (b / border))))))
            :ARG2 (e2 / enlarge-01
                  :ARG0 (o2 / organization :wiki ""European_Union"" :name (n5 / name :op1 ""European"" :op2 ""Union""))
                  :ARG1 (s / sphere
                        :mod (f / former)
                        :poss (c3 / country :wiki ""Soviet_Union"" :name (n6 / name :op1 ""Soviet"")))
                  :location (e3 / europe :mod (e4 / eastern))))))"
15	Generate an Abstract Meaning Representation (AMR) graph for the following sentence: The list was made available on condition that neither the diplomat nor the diplomat's country be identified.	"(a3 / avail-01
      :ARG2 (l / list)
      :ARG1-of (c / condition-01
            :ARG2 (i / identify-01 :polarity -
                  :ARG1 (a2 / and
                        :op1 (p / person
                              :ARG0-of (h / have-org-role-91
                                    :ARG2 (d / diplomat)))
                        :op2 (c2 / country
                              :source-of p)))))"	"(m / make-01
      :ARG1 (l / list)
      :ARG2 (a / available-01
            :condition (i / identify-01 :polarity -
                  :ARG1 (a2 / and
                        :op1 (p / person
                              :ARG0-of (h / have-org-role-91
                                    :ARG2 (d / diplomat)))
                        :op2 (c / country)
                        :poss p)))))"	"(m / make-01
      :ARG1 (l / list)
      :ARG2 (a / available-01
            :condition (i / identify-01 :polarity -
                  :ARG1 (a2 / and
                        :op1 (p / person
                              :ARG0-of (h / have-org-role-91
                                    :ARG2 (d / diplomat)))
                        :op2 (c / country)
                        :poss p)))))"
16	Generate an Abstract Meaning Representation (AMR) graph for the following sentence: 08/02/2010 13:52	"(d / date-entity :time ""13:52"" :day 8 :year 2010 :month 2)"	"(d / date-entity :time ""13:52"" :year 2010 :month 2 :day 8)"	"(d / date-entity :time ""13:52"" :year 2010 :month 2 :day 8)"
17	Generate an Abstract Meaning Representation (AMR) graph for the following sentence: Sheng Chen , who is 19 years old this year , from Hubei , is temporarily in the sixth position , the a total score of 342.60 points .	"(p / position-01
      :ARG1 (p3 / person :wiki - :name (n / name :op1 ""Sheng"" :op2 ""Chen"")
            :source (p4 / province :wiki ""Hubei"" :name (n2 / name :op1 ""Hubei""))
            :ARG1-of (s2 / score-01
                  :ARG2 (p2 / point :quant 342.60)
                  :mod (t3 / total))
            :ARG1-of (a / age-01
                  :ARG2 (t / temporal-quantity :quant 19
                        :unit (y / year))
                  :time (y2 / year
                        :mod (t4 / this))))
      :ord (o / ordinal-entity :value 6)
      :duration (t2 / temporary))"	"(s / Sheng-Chen
   :age (a / age-01
      :ARG1 s
      :ARG2 (y / year :quant 19))
   :location (h / Hubei)
   :domain (p / position-01
      :ARG1 s
      :ARG2 (n / number :quant 6)
      :mod (t / temporary))
   :score (s2 / score-01
      :ARG1 s
      :value (v / value :quant 342.60)))"	"(s / Sheng-Chen
   :age (a / age-01
      :ARG1 s
      :ARG2 (y / year
         :quant 19))
   :state (s2 / state-01
      :ARG1 s
      :location (h / Hubei))
   :domain (p / position-01
      :ARG1 s
      :ARG2 (p2 / position-number
         :quant 6)
      :mod (t / temporary))
   :score (s3 / score-01
      :ARG1 s
      :value (v / value :quant 342.60)))"
18	Generate an Abstract Meaning Representation (AMR) graph for the following sentence: An Iranian news agency reported that ahmadinejad stated Iran had 6000 working centrifuges but the agency subsequently removed the statement from the Internet.	"(r / report-01
      :ARG0 (a / agency
            :mod (n / news)
            :mod (c / country :wiki ""Iran"" :name (n2 / name :op1 ""Iran"")))
      :ARG1 (s / state-01
            :ARG0 (p / person :wiki ""Mahmoud_Ahmadinejad"" :name (n3 / name :op1 ""Ahmadinejad""))
            :ARG1 (h / have-03
                  :ARG0 c
                  :ARG1 (c2 / centrifuge :quant 6000
                        :ARG1-of (w / work-09))))
      :concession-of (r2 / remove-01
            :ARG0 a
            :ARG1 s
            :ARG2 (i / internet)
            :time (s2 / subsequent)))"	"(r / report-01
      :ARG0 (a / agency
            :mod (n / news)
            :mod (c / country :wiki ""Iran""
                  :name (n2 / name :op1 ""Iran"")))
      :ARG1 (s / state-01
            :ARG0 (p / person :wiki ""Mahmoud_Ahmadinejad""
                  :name (n3 / name :op1 ""Ahmadinejad""))
            :ARG1 (h / have-03
                  :ARG0 (c2 / country :wiki ""Iran""
                        :name (n4 / name :op1 ""Iran""))
                  :ARG1 (c3 / centrifuge
                        :quant 6000
                        :ARG1-of (m / make-01)))
            :ARG2-of (r2 / remove-01
                  :ARG0 a
                  :location (i / internet))))"	"(r / report-01
      :ARG0 (a / agency
            :mod (n / news)
            :mod (c / country :wiki ""Iran""
                  :name (n2 / name :op1 ""Iran"")))
      :ARG1 (s / state-01
            :ARG0 (p / person :wiki ""Mahmoud_Ahmadinejad""
                  :name (n3 / name :op1 ""Ahmadinejad""))
            :ARG1 (h / have-03
                  :ARG0 (c2 / country :wiki ""Iran""
                        :name (n4 / name :op1 ""Iran""))
                  :ARG1 (c3 / centrifuge
                        :quant 6000
                        :ARG1-of (w / work-01))))
      :time (s2 / subsequently
            :op1 (r2 / remove-01
                  :ARG0 a
                  :ARG1 (s3 / state-01
                        :ARG0 p
                        :ARG1 h)
                  :location (i / internet))))"
19	Generate an Abstract Meaning Representation (AMR) graph for the following sentence: What can you do to help us, please?	"(p / possible-01 :polite +
      :ARG1 (d / do-02
            :ARG0 (y / you)
            :ARG1 (a / amr-unknown)
            :purpose (h / help-01
                  :ARG0 y
                  :ARG2 (w / we))))"	"(p / possible-01
      :ARG1 (d / do-02
            :ARG0 (y / you)
            :ARG1 (h / help-01
                  :ARG0 y
                  :ARG1 (w / we)
                  :polite +)))"	"(p / possible-01
      :ARG1 (d / do-02
            :ARG0 (y / you)
            :ARG1 (h / help-01
                  :ARG0 y
                  :ARG1 (w / we)
                  :polite +)))"
20	Generate an Abstract Meaning Representation (AMR) graph for the following sentence: Senior Fellow at the International Institute for Strategic Studies mark Fitzpatrick stated that --	"(s / state-01
      :ARG0 (p / person :wiki -
            :name (n / name :op1 ""Mark"" :op2 ""Fitzpatrick"")
            :ARG0-of (h / have-org-role-91
                  :ARG1 (r / research-institute :wiki ""International_Institute_for_Strategic_Studies""
                        :name (n2 / name :op1 ""International"" :op2 ""Institute"" :op3 ""for"" :op4 ""Strategic"" :op5 ""Studies""))
                  :ARG2 (f / fellow
                        :mod (s2 / senior)))))"	"(s / state-01
      :ARG0 (p / person :wiki -
            :name (n / name :op1 ""Mark"" :op2 ""Fitzpatrick"")
            :ARG0-of (h / have-org-role-91
                  :ARG1 (r / research-institute :wiki ""International_Institute_for_Strategic_Studies""
                        :name (n2 / name :op1 ""International"" :op2 ""Institute"" :op3 ""for"" :op4 ""Strategic"" :op5 ""Studies""))
                  :ARG2 (f / fellow :mod (s2 / senior)))))"	"(s / state-01
      :ARG0 (p / person :wiki -
            :name (n / name :op1 ""Mark"" :op2 ""Fitzpatrick"")
            :ARG0-of (h / have-org-role-91
                  :ARG1 (r / research-institute :wiki ""International_Institute_for_Strategic_Studies""
                        :name (n2 / name :op1 ""International"" :op2 ""Institute"" :op3 ""for"" :op4 ""Strategic"" :op5 ""Studies""))
                  :ARG2 (f / fellow :mod (s2 / senior)))))"
21	Generate an Abstract Meaning Representation (AMR) graph for the following sentence: m1456	"(s / string-entity :value ""m1456"")"	"(s / string-entity :value ""m1456"")"	"(s / string-entity :value ""m1456"")"
22	Generate an Abstract Meaning Representation (AMR) graph for the following sentence: Iran is a signatory to the Nuclear Nonproliferation Treaty but not a member of the Nuclear Suppliers Group.	"(c / contrast-01
      :ARG1 (s / sign-02
            :ARG0 (c2 / country :wiki ""Iran""
                  :name (n / name :op1 ""Iran""))
            :ARG1 (t / treaty :wiki ""Treaty_on_the_Non-Proliferation_of_Nuclear_Weapons""
                  :name (n2 / name :op1 ""Nuclear"" :op2 ""Nonproliferation"" :op3 ""Treaty"")))
      :ARG2 (h / have-org-role-91 :polarity -
            :ARG0 c2
            :ARG1 (o / organization :wiki ""Nuclear_Suppliers_Group""
                  :name (n3 / name :op1 ""Nuclear"" :op2 ""Suppliers"" :op3 ""Group""))
            :ARG2 (m / member)))"	"(c / contrast-01
      :ARG1 (s / signatory :ARG0 (c2 / country :wiki ""Iran""
                                    :name (n / name :op1 ""Iran""))
                           :ARG1 (t / treaty :wiki ""Treaty_on_the_Non-Proliferation_of_Nuclear_Weapons""
                                        :name (n2 / name :op1 ""Nuclear"" :op2 ""Nonproliferation"" :op3 ""Treaty"")))
      :ARG2 (m / member :polarity -
            :ARG0 c2
            :ARG1 (g / group :wiki ""Nuclear_Suppliers_Group""
                  :name (n3 / name :op1 ""Nuclear"" :op2 ""Suppliers"" :op3 ""Group""))))"	"(c / contrast-01
      :ARG1 (s / signatory :ARG0 (c2 / country :wiki ""Iran""
                                    :name (n / name :op1 ""Iran""))
                           :ARG1 (t / treaty :wiki ""Treaty_on_the_Non-Proliferation_of_Nuclear_Weapons""
                                        :name (n2 / name :op1 ""Nuclear"" :op2 ""Nonproliferation"" :op3 ""Treaty"")))
      :ARG2 (m / member :polarity -
            :ARG0 c2
            :ARG1 (g / group :wiki ""Nuclear_Suppliers_Group""
                  :name (n3 / name :op1 ""Nuclear"" :op2 ""Suppliers"" :op3 ""Group""))))"
23	Generate an Abstract Meaning Representation (AMR) graph for the following sentence: We are in Delma a 1, in local pinson.	"(b / be-located-at-91
      :ARG1 (w / we)
      :ARG2 (p / pinson
            :mod (l / local)
            :location (r / road :wiki ""Delmas,_Ouest""
                  :name (n / name :op1 ""Delmas"" :op2 1))))"	"(b / be-located-at-91
  :ARG1 (w / we)
  :ARG2 (d / city-district :wiki ""Delmas,_Ouest""
        :name (n / name :op1 ""Delmas"" :op2 1)
        :part-of (l / location :name (n2 / name :op1 ""Pinson""))))"	"(b / be-located-at-91
  :ARG1 (w / we)
  :ARG2 (l / location
        :name (n / name :op1 ""Delma"" :op2 ""a"" :op3 1)
        :location (c / city :name (n2 / name :op1 ""Pinson"")))))"
24	Generate an Abstract Meaning Representation (AMR) graph for the following sentence: 2007-06-18	"(d2 / date-entity
  :day 18
  :month 6
  :year 2007)"	(d / date-entity :year 2007 :month 6 :day 18)	(d / date-entity :year 2007 :month 6 :day 18)
25	Generate an Abstract Meaning Representation (AMR) graph for the following sentence: How can we find help and food in fontamara 43 rue menos	"(h / have-manner-91
      :ARG1 (p / possible-01
            :ARG1 (f / find-01
                  :ARG0 (w / we)
                  :ARG1 (a2 / and
                        :op1 (h2 / help-01
                              :ARG2 w)
                        :op2 (f2 / food))
                  :location (s / street-address-91
                        :ARG2 (r / road :wiki -
                              :name (n / name :op1 ""Rue"" :op2 ""Menos"")))
                  :location (s2 / street-address-91
                        :ARG2 (r2 / road :wiki -
                              :name (n2 / name :op1 ""Fontamara"" :op2 43)))))
      :ARG2 (a / amr-unknown))"	"(f / find-01
      :ARG0 (w / we)
      :ARG1 (a / and
            :op1 (h2 / help-01)
            :op2 (f2 / food))
      :location (s / street-address-91
            :name (n / name :op1 ""fontamara"" :op2 43 :op3 ""rue"" :op4 ""menos""))
      :manner (a2 / amr-unknown))"	"(h / how
      :manner-of (f / find-01
            :ARG0 (w / we)
            :ARG1 (a / and
                  :op1 (h2 / help-01)
                  :op2 (f2 / food))
            :location (s / street-address-91
                  :name (n / name :op1 ""fontamara"" :op2 43 :op3 ""rue"" :op4 ""menos""))))"
26	Generate an Abstract Meaning Representation (AMR) graph for the following sentence: With regard to the situation in Palestine and Israel Wen stated that relevant UN resolutions must be implemented.	"(s / state-01
      :ARG0 (p / person :wiki ""Wen_Jiabao"" :name (n / name :op1 ""Wen""))
      :ARG1 (o / obligate-01
            :ARG2 (i / implement-01
                  :ARG1 (r / resolution
                        :mod (o2 / organization :wiki ""United_Nations"" :name (n4 / name :op1 ""UN""))
                        :ARG1-of (r2 / relevant-01))))
      :manner (r3 / regard-01
            :ARG0 p
            :ARG1 (s2 / situation
                  :location (a / and
                        :op1 (c / country :wiki ""State_of_Palestine"" :name (n2 / name :op1 ""Palestine""))
                        :op2 (c2 / country :wiki ""Israel"" :name (n3 / name :op1 ""Israel""))))))"	"(s / state-01
      :ARG0 (p / person :wiki ""Wen_Jiabao""
            :name (n / name :op1 ""Wen""))
      :ARG1 (i / implement-01
            :ARG0 (o / organization :wiki ""United_Nations""
                  :name (n2 / name :op1 ""UN""))
            :ARG1 (r / resolution
                  :mod (a / and
                        :op1 (c / country :wiki ""Palestine""
                              :name (n3 / name :op1 ""Palestine""))
                        :op2 (c2 / country :wiki ""Israel""
                              :name (n4 / name :op1 ""Israel"")))))
      :ARG1-of (r2 / relate-05
            :ARG2 (s2 / situation
                  :location (a2 / and
                        :op1 c
                        :op2 c2))))"	"(s / state-01
      :ARG0 (p / person :wiki ""Wen_Jiabao""
            :name (n / name :op1 ""Wen""))
      :ARG1 (i / implement-01
            :ARG1 (r / resolution
                   :mod (o / organization :wiki ""United_Nations""
                         :name (n2 / name :op1 ""UN"")))
            :ARG3 (a / and
                  :op1 (c / country :wiki ""Palestine""
                        :name (n3 / name :op1 ""Palestine""))
                  :op2 (c2 / country :wiki ""Israel""
                        :name (n4 / name :op1 ""Israel""))))
      :ARG1-of (w / with-regard-to :op2 (s2 / situation
            :location (a2 / and
                   :op1 c
                   :op2 c2))))"
27	Generate an Abstract Meaning Representation (AMR) graph for the following sentence: At least three members of a family in Indias northeastern state of Tripura were hacked to death by a tribal mob for allegedly practicing witchcraft, police said Thursday.	"(h / hack-01
      :ARG0 (m / mob
            :mod (t2 / tribe))
      :ARG1 (m2 / member
            :part-of (f / family)
            :quant (a / at-least :op1 3))
      :location (s / state :wiki ""Tripura""
            :name (n / name :op1 ""Tripura"")
            :location (n3 / northeast
                  :part-of (c / country :wiki ""India""
                        :name (n2 / name :op1 ""India""))))
      :degree (d2 / die-01)
      :ARG1-of (c2 / cause-01
            :ARG0 (p2 / practice-01
                  :ARG0 m2
                  :ARG1 (w / witchcraft)
                  :ARG1-of (a3 / allege-01)))
      :ARG1-of (s2 / say-01
            :ARG0 (p3 / police)
            :time (d / date-entity
                  :weekday (t / thursday))))"	"(s / say-01
      :ARG0 (p / police)
      :ARG1 (h / hack-01
            :ARG0 (m / mob
                  :mod (t / tribe))
            :ARG1 (p2 / person
                  :quant (a / at-least :op1 3)
                  :ARG1-of (m3 / member-01
                        :part-of (f / family))
                  :ARG1-of (d / die-01))
            :purpose (p4 / practice-01
                  :ARG1 (w / witchcraft)
                  :polarity -))
      :time (d2 / date-entity :weekday ""Thursday"")
      :location (s2 / state
            :wiki ""Tripura""
            :name (n / name :op1 ""Tripura"")
            :location (c / country
                  :wiki ""India""
                  :name (n2 / name :op1 ""India""))))"	"(s / say-01
      :ARG0 (p / police)
      :ARG1 (h / hack-01
            :ARG0 (m / mob
                  :mod (t / tribe))
            :ARG1 (p2 / person
                  :quant (a / at-least :op1 3)
                  :ARG1-of (m3 / member-01
                        :part-of (f / family
                              :location (s2 / state
                                    :wiki ""Tripura""
                                    :name (n / name :op1 ""Tripura"")
                                    :location (c / country
                                          :wiki ""India""
                                          :name (n2 / name :op1 ""India"")))))
                  :mod (d / death))
            :purpose (p4 / practice-01
                  :ARG1 (w / witchcraft)
                  :polarity -))
      :time (d2 / date-entity :weekday ""Thursday""))"
28	Generate an Abstract Meaning Representation (AMR) graph for the following sentence: e.g. i'll say hello to someone from uni and they'll ignore me, but 30 minutes later they'll decide they want my help with some work... and i'll give it to them.	"(e / exemplify-01
      :ARG0 (c / contrast-01
            :ARG1 (a / and
                  :op1 (s / say-01
                        :ARG0 (i / i)
                        :ARG1 (h / hello)
                        :ARG2 (s2 / someone
                              :source (u / university)))
                  :op2 (i2 / ignore-01
                        :ARG0 s2
                        :ARG1 i))
            :ARG2 (a2 / and
                  :op1 (d / decide-01
                        :ARG0 s2
                        :ARG1 (w / want-01
                              :ARG0 s2
                              :ARG1 (h2 / help-01
                                    :ARG0 i
                                    :ARG1 (w2 / work-01
                                          :mod (s3 / some))
                                    :ARG2 s2))
                        :time (a3 / after
                              :op1 a
                              :quant (t / temporal-quantity :quant 30
                                    :unit (m2 / minute))))
                  :op2 (g / give-01
                        :ARG0 i
                        :ARG1 h2
                        :ARG2 s2))))"	"(m / multi-sentence
      :snt1 (s / say-01
            :ARG0 (i / i)
            :ARG1 (h / hello-01
                  :ARG1 (s2 / someone
                        :location (u / university))))
      :snt2 (i2 / ignore-01
            :ARG0 s2
            :ARG1 i
            :time (d / decide-01
                  :ARG0 s2
                  :time (t / temporal-quantity :quant 30
                        :unit (m2 / minute))
                  :ARG1 (w2 / want-01
                        :ARG0 s2
                        :ARG1 (h2 / help-01
                              :ARG0 i
                              :ARG1 (w / work)
                              :ARG2 s2)))))"	"(m / multi-sentence
      :snt1 (s / say-01
            :ARG0 (i / i)
            :ARG1 (h / hello-01
                  :ARG1 (s2 / someone
                        :location (u / university)))
            :purpose (i2 / ignore-01
                  :ARG0 s2
                  :ARG1 i))
      :snt2 (d / decide-01
            :ARG0 s2
            :time (t / temporal-quantity :quant 30
                  :unit (m2 / minute))
            :ARG1 (c / cause-01
                  :ARG1 (h2 / help-01
                        :ARG0 i
                        :ARG1 (w / work)
                        :ARG2 s2))[
            :condition (w2 / want-01
                  :ARG0 s2
                  :ARG1 h2))))"
