	sentence	gold_amr	generated_amr	draft_amr
10	Generate an Abstract Meaning Representation (AMR) graph for the following sentence: Both take what they need	"(t / take-01
      :ARG0 (b / both)
      :ARG1 (t2 / thing
            :ARG1-of (n / need-01
                  :ARG0 b)))"	"(t1 / take-01
      :ARG0 (t2 / they
            :mod (b / both))
      :ARG1 (t3 / thing
            :ARG1-of (n / need-01
                  :ARG0 t2)))"	"(t1 / take-01
      :ARG0 (t2 / they
            :mod (b / both))
      :ARG1 (t3 / thing
            :ARG1-of (n / need-01
                  :ARG0 t2)))"
11	Generate an Abstract Meaning Representation (AMR) graph for the following sentence: China and Kyrgyzstan said in the communique that peace, stability and a just and rational world political and economic order should be established on the basis of the UN Charter and norms and principles of international law.	"(s / say-01
      :ARG0 (a / and
            :op1 (c / country :wiki ""China"" :name (n / name :op1 ""China""))
            :op2 (c2 / country :wiki ""Kyrgyzstan"" :name (n2 / name :op1 ""Kyrgyzstan"")))
      :ARG1 (r / recommend-01
            :ARG1 (e / establish-01
                  :ARG1 (a2 / and
                        :op1 (p / peace)
                        :op2 (s2 / stability)
                        :op3 (a6 / and
                              :op1 (o / order
                                    :mod (p2 / politics))
                              :op2 (o2 / order
                                    :mod (e2 / economy))
                              :mod (w / world
                                    :ARG0-of (j / just-02)
                                    :mod (r2 / rational))))
                  :ARG1-of (b / base-02
                        :ARG2 (a5 / and
                              :op1 (t / treaty :wiki ""United_Nations_Charter"" :name (n3 / name :op1 ""UN"" :op2 ""Charter""))
                              :op2 (n4 / norm
                                    :poss (l / law
                                          :mod (i / international)))
                              :op3 (p3 / principle
                                    :poss l)))))
      :medium (c3 / communique))"	"(s / say-01
      :ARG0 (a / and
            :op1 (c / country :wiki ""China"" :name (n / name :op1 ""China""))
            :op2 (k / country :wiki ""Kyrgyzstan"" :name (n2 / name :op1 ""Kyrgyzstan"")))
      :ARG1 (r / recommend-01
            :ARG0 a
            :ARG1 (e / establish-01
                  :ARG1 (a2 / and
                        :op1 (p / peace)
                        :op2 (s2 / stability)
                        :op3 (o / order
                              :mod (w / world)
                              :mod (p2 / politics)
                              :mod (e2 / economy)
                              :ARG1-of (j / just-02)
                              :ARG1-of (r2 / rational-01)))
                  :ARG1-of (b / base-02
                        :ARG2 (a3 / and
                              :op1 (d / document :wiki ""Charter_of_the_United_Nations""
                                    :name (n3 / name :op1 ""UN"" :op2 ""Charter""))
                              :op2 (n4 / norm
                                    :topic (l / law
                                          :mod (i / international)))
                              :op3 (p3 / principle
                                    :topic l)))))
      :medium (q / communique))"	"(s / say-01
      :ARG0 (a / and
            :op1 (c / country :wiki ""China"" :name (n / name :op1 ""China""))
            :op2 (k / country :wiki ""Kyrgyzstan"" :name (n2 / name :op1 ""Kyrgyzstan"")))
      :ARG1 (e / establish-01
            :ARG1 (a2 / and
                  :op1 (p / peace)
                  :op2 (s2 / stability)
                  :op3 (o / order
                        :mod (w / world)
                        :mod (p2 / politics)
                        :mod (e2 / economy)
                        :ARG1-of (j / just-02)
                        :ARG1-of (r / rational-01)))
            :ARG1-of (b / base-02
                  :ARG2 (a3 / and
                        :op1 (d / document :wiki ""Charter_of_the_United_Nations""
                              :name (n3 / name :op1 ""UN"" :op2 ""Charter""))
                        :op2 (n4 / norm
                              :mod (l / law :mod (i / international)))
                        :op3 (p3 / principle
                              :mod l))))
      :location (q / communique))"
12	Generate an Abstract Meaning Representation (AMR) graph for the following sentence: Satellite images published by the Institute for Science and International Security show construction at the heavy-water research reactor facility near the city of Arak has progressed significantly between 080200 and 081000.	"(s / show-01
      :ARG0 (i / image
            :source (s2 / satellite)
            :ARG1-of (p / publish-01
                  :ARG0 (o / organization :wiki ""Institute_for_Science_and_International_Security"" :name (n / name :op1 ""Institute"" :op2 ""for"" :op3 ""Science"" :op4 ""and"" :op5 ""International"" :op6 ""Security""))))
      :ARG1 (p2 / progress-01
            :ARG1 (c / construct-01
                  :ARG1 (f / facility
                        :mod (r2 / reactor
                              :purpose (r3 / research-01)
                              :mod (w / water
                                    :mod (h / heavy)))
                        :ARG1-of (n2 / near-02
                              :ARG2 (c2 / city :wiki ""Arak,_Iran"" :name (n3 / name :op1 ""Arak"")))))
            :ARG1-of (s3 / significant-02)
            :time (d3 / date-interval
                  :op1 (d / date-entity :month 2 :year 2008)
                  :op2 (d2 / date-entity :month 10 :year 2008))))"	"(s / show-01
      :ARG0 (i / image
            :mod (s2 / satellite)
            :ARG1-of (p / publish-01
                  :ARG0 (o / organization :wiki ""Institute_for_Science_and_International_Security""
                        :name (n / name :op1 ""Institute"" :op2 ""for"" :op3 ""Science"" :op4 ""and"" :op5 ""International"" :op6 ""Security""))))
      :ARG1 (p2 / progress-01
            :ARG1 (c / construct-01
                  :location (f / facility
                        :location-of (r / reactor
                              :mod (n2 / nucleus)
                              :mod (w / water
                                    :ARG1-of (h / heavy-06))
                              :purpose (r2 / research-01))
                        :ARG1-of (n3 / near-02
                              :ARG2 (c2 / city :wiki ""Arak,_Iran""
                                    :name (n4 / name :op1 ""Arak"")))))
            :manner (s3 / significant)
            :time (b / between
                  :op1 (d1 / date-entity :year 2008 :month 2)
                  :op2 (d2 / date-entity :year 2008 :month 10))))"	"(s / show-01
      :ARG0 (i / image
            :mod (s2 / satellite)
            :ARG1-of (p / publish-01
                  :ARG0 (o / organization :wiki ""Institute_for_Science_and_International_Security""
                        :name (n / name :op1 ""Institute"" :op2 ""for"" :op3 ""Science"" :op4 ""and"" :op5 ""International"" :op6 ""Security""))))
      :ARG1 (p2 / progress-01
            :ARG1 (c / construct-01
                  :location (f / facility
                        :location-of (r / reactor
                              :mod (n2 / nucleus)
                              :mod (w / water
                                    :ARG1-of (h / heavy-06))
                              :purpose (r2 / research-01))
                        :ARG1-of (n3 / near-02
                              :ARG2 (c2 / city :wiki ""Arak,_Iran""
                                    :name (n4 / name :op1 ""Arak"")))))
            :degree (s3 / significant)
            :time (b / between
                  :op1 (d1 / date-entity :year 2008 :month 2)
                  :op2 (d2 / date-entity :year 2008 :month 10))))"
13	Generate an Abstract Meaning Representation (AMR) graph for the following sentence: The Caucus region is an important conduit for the flow of oil from the Caspian Sea to world markets.	"(c / conduit
      :domain (w / world-region :wiki ""Caucasus"" :name (n / name :op1 ""Caucasus""))
      :ARG1-of (i / important-01)
      :purpose (f / flow-01
            :ARG1 (o / oil)
            :source (s / sea :wiki ""Caspian_Sea"" :name (n2 / name :op1 ""Caspian"" :op2 ""Sea""))
            :destination (m / market
                  :mod (w2 / world))))"	"(c / conduit
      :mod (i / important)
      :domain (r / region
            :name (n / name :op1 ""Caucus""))
      :purpose (f / flow-01
            :ARG1 (o / oil)
            :source (s / sea :wiki ""Caspian_Sea"" :name (n2 / name :op1 ""Caspian"" :op2 ""Sea""))
            :destination (m / market
                  :mod (w / world))))"	"(c / conduit
      :mod (i / important)
      :domain (r / region
            :name (n / name :op1 ""Caucus""))
      :purpose (f / flow-01
            :ARG1 (o / oil)
            :source (s / sea :wiki ""Caspian_Sea"" :name (n2 / name :op1 ""Caspian"" :op2 ""Sea""))
            :destination (m / market
                  :mod (w / world))))"
14	Generate an Abstract Meaning Representation (AMR) graph for the following sentence: Chirac's visit has come while the Russian Government has displayed uneasiness about NATO's latest expansion to the Russian borders and the European Union's imminent enlargement within the former Soviet sphere of influence in Eastern Europe.	"(v2 / visit-01
      :ARG0 (p / person :wiki ""Jacques_Chirac"" :name (n / name :op1 ""Chirac""))
      :time (d / display-01
            :ARG0 (g / government-organization
                  :ARG0-of (g2 / govern-01
                        :ARG1 (c2 / country :wiki ""Russia"" :name (n2 / name :op1 ""Russia""))))
            :ARG1 (u / uneasy-01
                  :ARG1 g
                  :ARG2 (a / and
                        :op1 (e / expand-01
                              :ARG1 (m / military :wiki ""NATO"" :name (n3 / name :op1 ""NATO""))
                              :ARG4 (b / border-01
                                    :ARG2 c2)
                              :mod (l / last))
                        :op2 (e2 / enlarge-01
                              :ARG1 (o2 / organization :wiki ""European_Union"" :name (n4 / name :op1 ""European"" :op2 ""Union""))
                              :ARG2 (s / sphere
                                    :mod (c / country :wiki ""Soviet_Union"" :name (n5 / name :op1 ""Soviet"" :op2 ""Union""))
                                    :ARG1-of (i / influence-01)
                                    :location (w2 / world-region :wiki ""Eastern_Europe"" :name (n6 / name :op1 ""Eastern"" :op2 ""Europe""))
                                    :time (f / former))
                              :mod (i2 / imminent))))))"	"(c / come-01
      :ARG1 (v / visit-01
            :ARG0 (p / person :wiki ""Jacques_Chirac"" :name (n / name :op1 ""Jacques"" :op2 ""Chirac"")))
      :time (w / while
            :op1 (d / display-01
                  :ARG0 (g / government-organization
                        :ARG0-of (g2 / govern-01
                              :ARG1 (r / country :wiki ""Russia"" :name (n2 / name :op1 ""Russia""))))
                  :ARG1 (u / unease
                        :topic (a / and
                              :op1 (e / expand-01
                                    :ARG0 (o1 / organization :wiki ""NATO"" :name (n3 / name :op1 ""NATO""))
                                    :destination (b / border :poss r)
                                    :ARG1-of (l2 / late-02
                                          :ARG1 e
                                          :ARG2-of (h3 / have-degree-91
                                                :ARG1 l2
                                                :ARG2 (m / most))))
                              :op2 (e2 / enlarge-01
                                    :ARG0 (o2 / organization :wiki ""European_Union"" :name (n4 / name :op1 ""European"" :op2 ""Union""))
                                    :mod (i / imminent)
                                    :location (s / sphere
                                          :mod (f / former)
                                          :ARG1-of (i2 / influence-01
                                                :ARG0 (s2 / country :wiki ""Soviet_Union"" :name (n5 / name :op1 ""Soviet"" :op2 ""Union"")))
                                          :location (r2 / region :wiki ""Eastern_Europe"" :name (n6 / name :op1 ""Eastern"" :op2 ""Europe""))))))))"	"(c / come-01
      :ARG1 (v / visit-01
            :ARG0 (p / person :wiki ""Jacques_Chirac"" :name (n / name :op1 ""Jacques"" :op2 ""Chirac"")))
      :time (w / while
            :op1 (d / display-01
                  :ARG0 (g / government-organization
                        :ARG0-of (g2 / govern-01
                              :ARG1 (r / country :wiki ""Russia"" :name (n2 / name :op1 ""Russia""))))
                  :ARG1 (u / unease
                        :topic (a / and
                              :op1 (e / expand-01
                                    :ARG1 (o1 / organization :wiki ""NATO"" :name (n3 / name :op1 ""NATO""))
                                    :mod (l / late-02
                                          :degree (m / most))
                                    :destination (b / border
                                          :poss r))
                              :op2 (e2 / enlarge-01
                                    :ARG1 (o2 / organization :wiki ""European_Union"" :name (n4 / name :op1 ""European"" :op2 ""Union""))
                                    :mod (i / imminent)
                                    :location (s / sphere
                                          :mod (f / former)
                                          :ARG1-of (i2 / influence-01
                                                :ARG0 (s2 / country :wiki ""Soviet_Union"" :name (n5 / name :op1 ""Soviet"" :op2 ""Union"")))
                                          :location (r2 / region :wiki ""Eastern_Europe"" :name (n6 / name :op1 ""Eastern"" :op2 ""Europe""))))))))"
15	Generate an Abstract Meaning Representation (AMR) graph for the following sentence: The list was made available on condition that neither the diplomat nor the diplomat's country be identified.	"(a3 / avail-01
      :ARG2 (l / list)
      :ARG1-of (c / condition-01
            :ARG2 (i / identify-01 :polarity -
                  :ARG1 (a2 / and
                        :op1 (p / person
                              :ARG0-of (h / have-org-role-91
                                    :ARG2 (d / diplomat)))
                        :op2 (c2 / country
                              :source-of p)))))"	"(m / make-available-01
      :ARG1 (l / list)
      :condition (a / and
            :op1 (i / identify-01
                  :polarity -
                  :ARG1 (p / person
                        :ARG0-of (h / have-org-role-91
                              :ARG2 (d / diplomat))))
            :op2 (i2 / identify-01
                  :polarity -
                  :ARG1 (c / country
                        :poss p))))"	"(m / make-available-01
      :ARG1 (l / list)
      :condition (a / and
            :op1 (i / identify-01
                  :polarity -
                  :ARG1 (p / person
                        :ARG0-of (h / have-org-role-91
                              :ARG2 (d / diplomat))))
            :op2 (i2 / identify-01
                  :polarity -
                  :ARG1 (c / country
                        :poss p))))"
16	Generate an Abstract Meaning Representation (AMR) graph for the following sentence: 08/02/2010 13:52	"(d / date-entity :time ""13:52"" :day 8 :year 2010 :month 2)"	"(d / date-entity :time ""13:52"" :year 2010 :month 2 :day 8)"	"(d / date-entity :time ""13:52"" :year 2010 :month 2 :day 8)"
17	Generate an Abstract Meaning Representation (AMR) graph for the following sentence: Sheng Chen , who is 19 years old this year , from Hubei , is temporarily in the sixth position , the a total score of 342.60 points .	"(p / position-01
      :ARG1 (p3 / person :wiki - :name (n / name :op1 ""Sheng"" :op2 ""Chen"")
            :source (p4 / province :wiki ""Hubei"" :name (n2 / name :op1 ""Hubei""))
            :ARG1-of (s2 / score-01
                  :ARG2 (p2 / point :quant 342.60)
                  :mod (t3 / total))
            :ARG1-of (a / age-01
                  :ARG2 (t / temporal-quantity :quant 19
                        :unit (y / year))
                  :time (y2 / year
                        :mod (t4 / this))))
      :ord (o / ordinal-entity :value 6)
      :duration (t2 / temporary))"	"(a0 / and
      :op1 (r1 / rank-01
            :ARG1 (p1 / person
                  :name (n1 / name :op1 ""Sheng"" :op2 ""Chen"")
                  :origin (p2 / province :wiki ""Hubei""
                              :name (n2 / name :op1 ""Hubei"")))
            :ARG2 (o1 / ordinal-entity :value 6)
            :manner (t1 / temporary))
      :op2 (s1 / score
            :domain p1
            :quant 342.60
            :unit (u1 / point)
            :mod (t2 / total))
      :op3 (a1 / age-01
            :ARG1 p1
            :ARG2 (tq1 / temporal-quantity :quant 19 :unit (u2 / year))
            :time (y1 / year :mod (t3 / this))))"	"(a0 / and
      :op1 (r1 / rank-01
            :ARG1 (p1 / person
                  :name (n1 / name :op1 ""Sheng"" :op2 ""Chen"")
                  :origin (pr / province :wiki ""Hubei""
                              :name (n2 / name :op1 ""Hubei"")))
            :ARG2 (o1 / ordinal-entity :value 6)
            :mod (t1 / temporary))
      :op2 (h1 / have-quant-91
            :ARG1 p1
            :ARG2 (pq1 / point-quantity :quant 342.60)
            :ARG3 (s1 / score :mod (t2 / total)))
      :op3 (a1 / age-01
            :ARG1 p1
            :ARG2 (ta1 / temporal-quantity :quant 19 :unit (y1 / year))
            :time (y2 / year :mod (th1 / this))))"
18	Generate an Abstract Meaning Representation (AMR) graph for the following sentence: An Iranian news agency reported that ahmadinejad stated Iran had 6000 working centrifuges but the agency subsequently removed the statement from the Internet.	"(r / report-01
      :ARG0 (a / agency
            :mod (n / news)
            :mod (c / country :wiki ""Iran"" :name (n2 / name :op1 ""Iran"")))
      :ARG1 (s / state-01
            :ARG0 (p / person :wiki ""Mahmoud_Ahmadinejad"" :name (n3 / name :op1 ""Ahmadinejad""))
            :ARG1 (h / have-03
                  :ARG0 c
                  :ARG1 (c2 / centrifuge :quant 6000
                        :ARG1-of (w / work-09))))
      :concession-of (r2 / remove-01
            :ARG0 a
            :ARG1 s
            :ARG2 (i / internet)
            :time (s2 / subsequent)))"	"(c / contrast-01
      :ARG1 (r / report-01
            :ARG0 (a / agency
                  :mod (n1 / news)
                  :mod (c1 / country :wiki ""Iran""
                        :name (n2 / name :op1 ""Iran"")))
            :ARG1 (s / state-01
                  :ARG0 (p / person :wiki ""Mahmoud_Ahmadinejad""
                        :name (n3 / name :op1 ""Ahmadinejad""))
                  :ARG1 (h / have-03
                        :ARG0 c1
                        :ARG1 (c2 / centrifuge
                              :quant 6000
                              :ARG0-of (w1 / work-01)))) )
      :ARG2 (r2 / remove-01
            :ARG0 a
            :ARG1 s
            :ARG2 (i1 / internet :wiki ""Internet""
                  :name (n4 / name :op1 ""Internet""))
            :time (af / after :op1 r)))"	"(x / and
      :op1 (r / report-01
            :ARG0 (a / agency
                  :mod (n1 / news)
                  :mod (c1 / country :wiki ""Iran""
                        :name (n2 / name :op1 ""Iran"")))
            :ARG1 (s / state-01
                  :ARG0 (p / person :wiki ""Mahmoud_Ahmadinejad""
                        :name (n3 / name :op1 ""Ahmadinejad""))
                  :ARG1 (h / have-03
                        :ARG0 c1
                        :ARG1 (c2 / centrifuge
                              :quant 6000
                              :ARG1-of (w1 / work-01)))))
      :op2 (r2 / remove-01
            :ARG0 a
            :ARG1 s
            :ARG2 (i1 / internet :wiki ""Internet""
                  :name (n4 / name :op1 ""Internet""))
            :time (af / after :op1 r)))"
19	Generate an Abstract Meaning Representation (AMR) graph for the following sentence: What can you do to help us, please?	"(p / possible-01 :polite +
      :ARG1 (d / do-02
            :ARG0 (y / you)
            :ARG1 (a / amr-unknown)
            :purpose (h / help-01
                  :ARG0 y
                  :ARG2 (w / we))))"	"(p / possible-01
      :ARG1 (d / do-02
            :ARG0 (y / you)
            :ARG1 (a / amr-unknown)
            :purpose (h / help-01
                  :ARG0 y
                  :ARG1 (w / we)))
      :polite +
      :mode interrogative)"	"(p / possible-01
      :ARG1 (d / do-02
            :ARG0 (y / you)
            :ARG1 (a / amr-unknown)
            :purpose (h / help-01
                  :ARG0 y
                  :ARG1 (w / we)))
      :polite +
      :mode interrogative)"
20	Generate an Abstract Meaning Representation (AMR) graph for the following sentence: Senior Fellow at the International Institute for Strategic Studies mark Fitzpatrick stated that --	"(s / state-01
      :ARG0 (p / person :wiki -
            :name (n / name :op1 ""Mark"" :op2 ""Fitzpatrick"")
            :ARG0-of (h / have-org-role-91
                  :ARG1 (r / research-institute :wiki ""International_Institute_for_Strategic_Studies""
                        :name (n2 / name :op1 ""International"" :op2 ""Institute"" :op3 ""for"" :op4 ""Strategic"" :op5 ""Studies""))
                  :ARG2 (f / fellow
                        :mod (s2 / senior)))))"	"(s / state-01
      :ARG0 (p / person :wiki -
            :name (n / name :op1 ""Mark"" :op2 ""Fitzpatrick"")
            :ARG0-of (h / have-org-role-91
                  :ARG1 (r / research-institute :wiki ""International_Institute_for_Strategic_Studies""
                        :name (n2 / name :op1 ""International"" :op2 ""Institute"" :op3 ""for"" :op4 ""Strategic"" :op5 ""Studies""))
                  :ARG2 (f / fellow
                        :mod (s2 / senior)))))"	"(s / state-01
      :ARG0 (p / person :wiki -
            :name (n / name :op1 ""Mark"" :op2 ""Fitzpatrick"")
            :ARG0-of (h / have-org-role-91
                  :ARG1 (r / research-institute :wiki ""International_Institute_for_Strategic_Studies""
                        :name (n2 / name :op1 ""International"" :op2 ""Institute"" :op3 ""for"" :op4 ""Strategic"" :op5 ""Studies""))
                  :ARG2 (f / fellow
                        :mod (s2 / senior)))))"
21	Generate an Abstract Meaning Representation (AMR) graph for the following sentence: m1456	"(s / string-entity :value ""m1456"")"	(a / amr-empty)	(a / amr-empty)
22	Generate an Abstract Meaning Representation (AMR) graph for the following sentence: Iran is a signatory to the Nuclear Nonproliferation Treaty but not a member of the Nuclear Suppliers Group.	"(c / contrast-01
      :ARG1 (s / sign-02
            :ARG0 (c2 / country :wiki ""Iran""
                  :name (n / name :op1 ""Iran""))
            :ARG1 (t / treaty :wiki ""Treaty_on_the_Non-Proliferation_of_Nuclear_Weapons""
                  :name (n2 / name :op1 ""Nuclear"" :op2 ""Nonproliferation"" :op3 ""Treaty"")))
      :ARG2 (h / have-org-role-91 :polarity -
            :ARG0 c2
            :ARG1 (o / organization :wiki ""Nuclear_Suppliers_Group""
                  :name (n3 / name :op1 ""Nuclear"" :op2 ""Suppliers"" :op3 ""Group""))
            :ARG2 (m / member)))"	"(c / contrast-01
      :ARG1 (s / sign-01
            :ARG0 (c2 / country :wiki ""Iran""
                  :name (n / name :op1 ""Iran""))
            :ARG1 (t / treaty :wiki ""Treaty_on_the_Non-Proliferation_of_Nuclear_Weapons""
                  :name (n2 / name :op1 ""Nuclear"" :op2 ""Nonproliferation"" :op3 ""Treaty"")))
      :ARG2 (h / have-org-role-91 :polarity -
            :ARG0 c2
            :ARG1 (o / organization :wiki ""Nuclear_Suppliers_Group""
                  :name (n3 / name :op1 ""Nuclear"" :op2 ""Suppliers"" :op3 ""Group""))
            :ARG2 (m / member)))"	"(c / contrast-01
      :ARG1 (s / sign-01
            :ARG0 (c2 / country :wiki ""Iran""
                  :name (n / name :op1 ""Iran""))
            :ARG1 (t / treaty :wiki ""Treaty_on_the_Non-Proliferation_of_Nuclear_Weapons""
                  :name (n2 / name :op1 ""Nuclear"" :op2 ""Nonproliferation"" :op3 ""Treaty"")))
      :ARG2 (h / have-org-role-91 :polarity -
            :ARG1 (o / organization :wiki ""Nuclear_Suppliers_Group""
                  :name (n3 / name :op1 ""Nuclear"" :op2 ""Suppliers"" :op3 ""Group""))
            :ARG2 c2
            :ARG3 (m / member)))"
23	Generate an Abstract Meaning Representation (AMR) graph for the following sentence: We are in Delma a 1, in local pinson.	"(b / be-located-at-91
      :ARG1 (w / we)
      :ARG2 (p / pinson
            :mod (l / local)
            :location (r / road :wiki ""Delmas,_Ouest""
                  :name (n / name :op1 ""Delmas"" :op2 1))))"	"(b / be-located-at-91
      :ARG1 (w / we)
      :ARG2 (b2 / building
            :name (n / name :op1 ""Pinson"")
            :part-of (c / city-district :wiki ""Delmas,_Ouest""
                  :name (n2 / name :op1 ""Delmas"" :op2 ""a"" :op3 1))))"	"(b / be-located-at-91
      :ARG1 (w / we)
      :ARG2 (l / location :wiki -
            :name (n / name :op1 ""Pinson"")
            :part-of (c / city-district :wiki -
                  :name (n2 / name :op1 ""Delma"")
                  :mod 1)))"
24	Generate an Abstract Meaning Representation (AMR) graph for the following sentence: 2007-06-18	"(d2 / date-entity
  :day 18
  :month 6
  :year 2007)"	(d / date-entity :year 2007 :month 6 :day 18)	(d / date-entity :year 2007 :month 6 :day 18)
25	Generate an Abstract Meaning Representation (AMR) graph for the following sentence: How can we find help and food in fontamara 43 rue menos	"(h / have-manner-91
      :ARG1 (p / possible-01
            :ARG1 (f / find-01
                  :ARG0 (w / we)
                  :ARG1 (a2 / and
                        :op1 (h2 / help-01
                              :ARG2 w)
                        :op2 (f2 / food))
                  :location (s / street-address-91
                        :ARG2 (r / road :wiki -
                              :name (n / name :op1 ""Rue"" :op2 ""Menos"")))
                  :location (s2 / street-address-91
                        :ARG2 (r2 / road :wiki -
                              :name (n2 / name :op1 ""Fontamara"" :op2 43)))))
      :ARG2 (a / amr-unknown))"	"(p / possible-01
      :mode interrogative
      :ARG1 (f / find-01
            :ARG0 (w / we)
            :ARG1 (a / and
                  :op1 (h / help-01)
                  :op2 (f2 / food))
            :manner (u / amr-unknown)
            :location (s / street-address-91
                  :ARG1 43
                  :ARG2 (s2 / street :wiki -
                        :name (n / name :op1 ""Menos""))
                  :ARG4 (c / city :wiki -
                        :name (n2 / name :op1 ""Fontamara"")))))"	"(p / possible-01
      :mode interrogative
      :ARG1 (f / find-01
            :ARG0 (w / we)
            :ARG1 (a / and
                  :op1 (h / help-01)
                  :op2 (f2 / food))
            :location (s / street-address-91
                  :ARG1 43
                  :ARG2 (s2 / street :wiki -
                        :name (n / name :op1 ""Menos""))
                  :ARG4 (c / city :wiki -
                        :name (n2 / name :op1 ""Fontamara"")))))"
26	Generate an Abstract Meaning Representation (AMR) graph for the following sentence: With regard to the situation in Palestine and Israel Wen stated that relevant UN resolutions must be implemented.	"(s / state-01
      :ARG0 (p / person :wiki ""Wen_Jiabao"" :name (n / name :op1 ""Wen""))
      :ARG1 (o / obligate-01
            :ARG2 (i / implement-01
                  :ARG1 (r / resolution
                        :mod (o2 / organization :wiki ""United_Nations"" :name (n4 / name :op1 ""UN""))
                        :ARG1-of (r2 / relevant-01))))
      :manner (r3 / regard-01
            :ARG0 p
            :ARG1 (s2 / situation
                  :location (a / and
                        :op1 (c / country :wiki ""State_of_Palestine"" :name (n2 / name :op1 ""Palestine""))
                        :op2 (c2 / country :wiki ""Israel"" :name (n3 / name :op1 ""Israel""))))))"	"(s1 / state-01
      :ARG0 (p1 / person :wiki ""Wen_Jiabao""
            :name (n1 / name :op1 ""Wen""))
      :ARG1 (o1 / obligate-01
            :ARG2 (i1 / implement-01
                  :ARG1 (r1 / resolution
                        :mod (o2 / organization :wiki ""United_Nations"" :name (n2 / name :op1 ""UN""))
                        :ARG1-of (r2 / relevant-01
                              :ARG2 (s2 / situation
                                    :location (a1 / and
                                          :op1 (c1 / country :wiki ""State_of_Palestine"" :name (n3 / name :op1 ""Palestine""))
                                          :op2 (c2 / country :wiki ""Israel"" :name (n4 / name :op1 ""Israel""))))))))
      :topic s2)"	"(s1 / state-01
      :ARG0 (p1 / person :wiki ""Wen_Jiabao""
            :name (n1 / name :op1 ""Wen""))
      :ARG1 (o1 / obligate-01
            :ARG2 (i1 / implement-01
                  :ARG1 (r1 / resolution
                        :mod (o2 / organization :wiki ""United_Nations"" :name (n2 / name :op1 ""UN""))
                        :ARG1-of (r2 / relevant-01
                              :ARG2 (s2 / situation
                                    :location (a1 / and
                                          :op1 (c1 / country :wiki ""State_of_Palestine"" :name (n3 / name :op1 ""Palestine""))
                                          :op2 (c2 / country :wiki ""Israel"" :name (n4 / name :op1 ""Israel""))))))))
      :topic s2)"
27	Generate an Abstract Meaning Representation (AMR) graph for the following sentence: At least three members of a family in Indias northeastern state of Tripura were hacked to death by a tribal mob for allegedly practicing witchcraft, police said Thursday.	"(h / hack-01
      :ARG0 (m / mob
            :mod (t2 / tribe))
      :ARG1 (m2 / member
            :part-of (f / family)
            :quant (a / at-least :op1 3))
      :location (s / state :wiki ""Tripura""
            :name (n / name :op1 ""Tripura"")
            :location (n3 / northeast
                  :part-of (c / country :wiki ""India""
                        :name (n2 / name :op1 ""India""))))
      :degree (d2 / die-01)
      :ARG1-of (c2 / cause-01
            :ARG0 (p2 / practice-01
                  :ARG0 m2
                  :ARG1 (w / witchcraft)
                  :ARG1-of (a3 / allege-01)))
      :ARG1-of (s2 / say-01
            :ARG0 (p3 / police)
            :time (d / date-entity
                  :weekday (t / thursday))))"	"(s / say-01
      :ARG0 (p0 / police)
      :ARG1 (k / kill-01
            :ARG0 (m0 / mob
                  :mod (t0 / tribal))
            :ARG1 (p1 / person
                  :quant (a0 / at-least :op1 3)
                  :ARG0-of (m1 / member-01
                        :ARG1 (f0 / family
                              :location (s0 / state :wiki ""Tripura""
                                    :name (n0 / name :op1 ""Tripura"")
                                    :part-of (c0 / country :wiki ""India""
                                          :name (n1 / name :op1 ""India""))
                                    :location (r0 / region
                                          :mod (n2 / northeast)
                                          :part-of c0)))))
            :manner (h0 / hack-01)
            :cause (p3 / practice-01
                  :ARG0 p1
                  :ARG1 (w0 / witchcraft)
                  :ARG1-of (a1 / allege-01)))
      :time (d0 / date-entity :weekday (t1 / thursday)))"	"(s / say-01
      :ARG0 (p0 / police)
      :ARG1 (k / kill-01
            :ARG0 (m0 / mob
                  :mod (t0 / tribal))
            :ARG1 (p1 / person
                  :quant (a0 / at-least :op1 3)
                  :ARG0-of (m1 / member-01
                        :ARG1 (f0 / family
                              :location (s0 / state :wiki ""Tripura""
                                    :name (n0 / name :op1 ""Tripura"")
                                    :part-of (c0 / country :wiki ""India""
                                          :name (n1 / name :op1 ""India""))
                                    :location (r0 / region
                                          :mod (n2 / northeast)
                                          :part-of c0))))
            :manner (h0 / hack-01)
            :cause (p3 / practice-01
                  :ARG0 p1
                  :ARG1 (w0 / witchcraft)
                  :ARG1-of (a1 / allege-01)))
      :time (d0 / date-entity :weekday (t1 / thursday)))"
